id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	.|.	.|Dendritic cells	.|Homeostatic microglia	.|Inflamed microglia	.|Nonreactive astrocyte	.|Reactive astrocyte	.|T cells	Dendritic cells|.	Dendritic cells|Dendritic cells	Dendritic cells|Homeostatic microglia	Dendritic cells|Inflamed microglia	Dendritic cells|Nonreactive astrocyte	Dendritic cells|Reactive astrocyte	Dendritic cells|T cells	Homeostatic microglia|.	Homeostatic microglia|Dendritic cells	Homeostatic microglia|Homeostatic microglia	Homeostatic microglia|Inflamed microglia	Homeostatic microglia|Nonreactive astrocyte	Homeostatic microglia|Reactive astrocyte	Homeostatic microglia|T cells	Inflamed microglia|.	Inflamed microglia|Dendritic cells	Inflamed microglia|Homeostatic microglia	Inflamed microglia|Inflamed microglia	Inflamed microglia|Nonreactive astrocyte	Inflamed microglia|Reactive astrocyte	Inflamed microglia|T cells	Nonreactive astrocyte|.	Nonreactive astrocyte|Dendritic cells	Nonreactive astrocyte|Homeostatic microglia	Nonreactive astrocyte|Inflamed microglia	Nonreactive astrocyte|Nonreactive astrocyte	Nonreactive astrocyte|Reactive astrocyte	Nonreactive astrocyte|T cells	Reactive astrocyte|.	Reactive astrocyte|Dendritic cells	Reactive astrocyte|Homeostatic microglia	Reactive astrocyte|Inflamed microglia	Reactive astrocyte|Nonreactive astrocyte	Reactive astrocyte|Reactive astrocyte	Reactive astrocyte|T cells	T cells|.	T cells|Dendritic cells	T cells|Homeostatic microglia	T cells|Inflamed microglia	T cells|Nonreactive astrocyte	T cells|Reactive astrocyte	T cells|T cells
CPI-SS0C2782258	WNT16_SFRP2	simple:Q9UBV4	simple:Q96HF1	WNT16	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.247	0.238	0.0	0.0	0.0	0.0	0.0	0.109	0.101	0.0	0.0	0.0	0.0	0.0	0.027	0.019	0.0	0.0	0.0	0.0	0.0	0.031	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.013	0.0	0.0	0.0	0.0	0.0	0.023	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.192	0.183	0.0	0.0	0.0	0.0	0.0	0.84	0.832	0.0	0.0	0.0	0.0	0.0	0.117	0.108	0.0	0.0	0.0	0.0	0.0	0.129	0.121	0.0	0.0	0.0	0.0	0.0	0.02	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AC302C73	WNT5B_SFRP2	simple:Q9H1J7	simple:Q96HF1	WNT5B	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.026	0.0	0.0	0.0	0.0	0.0	0.023	0.014	0.0	0.0	0.0	0.0	0.0	0.025	0.016	0.0	0.0	0.0	0.0	0.0	0.059	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07B6C7A75	WNT6_SFRP2	simple:Q9Y6F9	simple:Q96HF1	WNT6	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	WNT7A	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.031	0.0	0.0	0.0	0.0	0.0	0.022	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08F783A87	WNT7B_SFRP2	simple:P56706	simple:Q96HF1	WNT7B	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.027	0.0	0.0	0.0	0.0	0.0	0.031	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS029E5DD2D	WNT8A_SFRP2	simple:Q9H1J5	simple:Q96HF1	WNT8A	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ED630027	WNT9B_SFRP2	simple:O14905	simple:Q96HF1	WNT9B	SFRP2	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01A71B64D	WNT16_SFRP4	simple:Q9UBV4	simple:Q6FHJ7	WNT16	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05E7290A6	WNT2_SFRP4	simple:P09544	simple:Q6FHJ7	WNT2	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BFEE3968	WNT2B_SFRP4	simple:Q93097	simple:Q6FHJ7	WNT2B	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0851A1599	WNT3_SFRP4	simple:P56703	simple:Q6FHJ7	WNT3	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0514C14A6	WNT4_SFRP4	simple:P56705	simple:Q6FHJ7	WNT4	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	WNT5A	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.0	0.0	0.0	0.825	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07F50324B	WNT5B_SFRP4	simple:Q9H1J7	simple:Q6FHJ7	WNT5B	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083239CEC	WNT6_SFRP4	simple:Q9Y6F9	simple:Q6FHJ7	WNT6	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	WNT7A	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS050373228	WNT7B_SFRP4	simple:P56706	simple:Q6FHJ7	WNT7B	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B86BAA18	WNT8A_SFRP4	simple:Q9H1J5	simple:Q6FHJ7	WNT8A	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02AF6643F	WNT9B_SFRP4	simple:O14905	simple:Q6FHJ7	WNT9B	SFRP4	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D192A275	WNT16_WIF1	simple:Q9UBV4	simple:Q9Y5W5	WNT16	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.247	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS017D5AA63	WNT2_WIF1	simple:P09544	simple:Q9Y5W5	WNT2	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.247	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	0.0	0.477	0.568	0.0	0.0	0.0	0.1	0.0	0.339	0.43	0.0	0.0	0.0	0.018	0.0	0.257	0.348	0.0	0.0	0.0	0.022	0.0	0.261	0.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0146C75AD	WNT3_WIF1	simple:P56703	simple:Q9Y5W5	WNT3	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.252	0.343	0.0	0.0	0.0	0.014	0.0	0.253	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.247	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03C93A8FE	WNT5A_WIF1	simple:P41221	simple:Q9Y5W5	WNT5A	WIF1	True	False	False	curated	False	0.0	0.0	0.182	0.0	0.422	0.513	0.0	0.0	0.0	0.831	0.0	1.07	1.161	0.0	0.0	0.0	0.108	0.0	0.347	0.438	0.0	0.0	0.0	0.12	0.0	0.359	0.45	0.0	0.0	0.0	0.011	0.0	0.25	0.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02682D84C	WNT5B_WIF1	simple:Q9H1J7	simple:Q9Y5W5	WNT5B	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.265	0.355	0.0	0.0	0.0	0.013	0.0	0.253	0.344	0.0	0.0	0.0	0.015	0.0	0.255	0.346	0.0	0.0	0.0	0.049	0.0	0.289	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0598AC561	WNT6_WIF1	simple:Q9Y6F9	simple:Q9Y5W5	WNT6	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.249	0.339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F5CC57E2	WNT7A_WIF1	simple:O00755	simple:Q9Y5W5	WNT7A	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.251	0.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.27	0.361	0.0	0.0	0.0	0.012	0.0	0.252	0.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D10CE481	WNT7B_WIF1	simple:P56706	simple:Q9Y5W5	WNT7B	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.265	0.356	0.0	0.0	0.0	0.022	0.0	0.262	0.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D940391C	WNT8A_WIF1	simple:Q9H1J5	simple:Q9Y5W5	WNT8A	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.247	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CCD1017B	WNT9B_WIF1	simple:O14905	simple:Q9Y5W5	WNT9B	WIF1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.248	0.339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	0.0	0.0	0.182	0.189	0.222	0.184	0.0	0.0	0.0	0.83	0.837	0.87	0.832	0.0	0.0	0.0	0.107	0.114	0.147	0.109	0.0	0.0	0.0	0.119	0.126	0.159	0.121	0.0	0.0	0.0	0.01	0.017	0.05	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	curated	False	0.0	0.0	0.22	0.198	0.177	0.0	0.0	0.0	0.0	0.869	0.847	0.826	0.0	0.0	0.0	0.0	0.146	0.123	0.102	0.0	0.0	0.0	0.0	0.158	0.135	0.114	0.0	0.0	0.0	0.0	0.049	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0388C9C86	CX3CL1_CX3CR1	simple:P78423	simple:P49238	CX3CL1	CX3CR1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.443	0.234	0.01	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.0	0.455	0.246	0.022	0.0	0.117	0.194	0.0	0.481	0.272	0.048	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E12A78EF	IL1RAP_PTPRF	simple:Q9NPH3	simple:P10586	IL1RAP	PTPRF	True	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.155	0.317	0.361	0.218	0.0	0.0	0.088	0.098	0.26	0.303	0.16	0.0	0.0	0.023	0.033	0.195	0.238	0.095	0.0	0.0	0.044	0.053	0.216	0.259	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS017E5FA7F	VSIR_HLA-F	simple:Q9H7M9	simple:P30511	VSIR	HLA-F	False	True	False	curated	False	0.0	0.0	0.396	0.364	0.35	0.367	0.733	0.0	0.0	0.879	0.847	0.832	0.849	1.215	0.0	0.0	0.353	0.321	0.307	0.324	0.69	0.0	0.0	0.314	0.281	0.267	0.284	0.65	0.0	0.0	0.115	0.083	0.068	0.085	0.451	0.0	0.0	0.167	0.135	0.121	0.138	0.504	0.0	0.0	0.114	0.082	0.067	0.084	0.45
CPI-SS0661FACAF	VSIR_HLA-E	simple:Q9H7M9	simple:P13747	VSIR	HLA-E	False	True	False	curated	False	0.769	1.133	0.59	0.751	0.395	0.559	0.818	1.252	1.616	1.072	1.234	0.877	1.041	1.301	0.726	1.09	0.547	0.708	0.352	0.516	0.775	0.687	1.051	0.507	0.668	0.312	0.476	0.735	0.488	0.852	0.308	0.47	0.113	0.277	0.536	0.54	0.905	0.361	0.522	0.166	0.33	0.589	0.487	0.851	0.307	0.469	0.112	0.276	0.535
CPI-SS02F169D2B	FGFR4_SDC2	simple:P22455	simple:P34741	FGFR4	SDC2	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.095	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07D59B8C5	PLXNB3_SEMA4D	simple:Q9ULL4	simple:Q92854	PLXNB3	SEMA4D	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.08	0.089	0.026	0.307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.084	0.092	0.03	0.31	0.0	0.0	0.241	0.086	0.095	0.032	0.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DBA22B92	CHL1_CHL1	simple:O00533	simple:O00533	CHL1	CHL1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.073	0.289	0.171	0.0	0.0	0.0	0.073	0.086	0.301	0.183	0.0	0.0	0.0	0.289	0.301	0.517	0.399	0.0	0.0	0.0	0.171	0.183	0.399	0.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B1650B85	CD93_IFNGR1	simple:Q9NPY3	simple:P15260	CD93	IFNGR1	False	True	True	curated	False	0.0	0.0	0.707	0.437	0.203	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.558	0.288	0.054	0.137	0.0	0.0	0.0	0.581	0.31	0.077	0.16	0.0	0.0	0.0	0.541	0.271	0.037	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00216A960	CD320_JAML	simple:Q9NPF0	simple:Q86YT9	CD320	JAML	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.138	0.126	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS095632066	CD248_IL6R	simple:Q9HCU0	simple:P08887	CD248	IL6R	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.201	0.129	0.036	0.058	0.0	0.094	0.0	0.207	0.135	0.042	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09CEEE405	MPZL1_MPZL1	simple:O95297	simple:O95297	MPZL1	MPZL1	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373	0.33	0.232	0.297	0.0	0.0	0.0	0.33	0.287	0.189	0.254	0.0	0.0	0.0	0.232	0.189	0.091	0.156	0.0	0.0	0.0	0.297	0.254	0.156	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0C3BFBB3E	Acetylcholine_byCHAT_and_SLC10A4_nAChR_α7_complex	complex:Acetylcholine_byCHAT_and_SLC10A4	complex:nAChR_α7_complex			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
