"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"XYLT1",6.82073906598837e-16,-0.662532986536111,0.241,0.914,1.36414781319767e-12
"ENC1",1.01994905433115e-15,-0.259158746050138,0.015,0.701,2.03989810866229e-12
"PMP2",1.28079019940881e-15,-0.546190434908386,0.045,0.73,2.56158039881761e-12
"GLIS3",2.38143702002512e-15,-0.327225423864498,0.083,0.759,4.76287404005025e-12
"LINC01505",3.48487794633248e-15,0.264345634828102,0.226,0.931,6.96975589266496e-12
"MIR325HG",4.31500798118731e-15,-0.350910388224443,0,0.195,8.63001596237462e-12
"TENT5A",4.86735250577563e-15,0.437181886603829,0.15,0.828,9.73470501155125e-12
"AL589740.1",5.07662223726248e-15,0.2754454769584,0.233,0.943,1.0153244474525e-11
"GREB1L",5.30805358333239e-15,-0.704479599699595,0.068,0.764,1.06161071666648e-11
"SYTL3",7.36253850158214e-15,-0.262829947300451,0.12,0.805,1.47250770031643e-11
"MAP2",7.98682511608996e-15,-0.385474970979369,0.128,0.787,1.59736502321799e-11
"SNTG1",9.60026390563654e-15,-1.35056542957114,0.053,0.718,1.92005278112731e-11
"GFAP",3.33811861425863e-14,0.415044333999165,0.218,0.879,6.67623722851727e-11
"AC104123.1",3.57333217721546e-14,0.621073287249475,0.218,0.902,7.14666435443091e-11
"EPHB1",3.69638845056834e-14,-0.390710520923725,0.03,0.701,7.39277690113667e-11
"CARMIL1",3.8072748460297e-14,0.543920101510019,0.195,0.868,7.61454969205941e-11
"BCL6",3.89818438241815e-14,-0.256458698770593,0.218,0.862,7.7963687648363e-11
"ZC3H12B",4.94986473531457e-14,-0.383702823611936,0.045,0.718,9.89972947062914e-11
"CPNE8",6.78640804401964e-14,0.264720251127624,0.075,0.736,1.35728160880393e-10
"NTRK2",7.30635804493428e-14,-0.710506397914627,0.256,0.885,1.46127160898686e-10
"RAMP1",8.5283068466942e-14,-0.356740129890394,0.068,0.724,1.70566136933884e-10
"FARP1",1.34558499094338e-13,0.282173781727493,0.143,0.793,2.69116998188677e-10
"ETNPPL",1.66099910413914e-13,-0.383527556630782,0,0.213,3.32199820827828e-10
"KIAA1211L",1.79134659554117e-13,-0.435682595979709,0.045,0.707,3.58269319108234e-10
"SLC9A7",2.05120267313175e-13,0.267999813735744,0.105,0.759,4.1024053462635e-10
"ERC2",2.0768525671794e-13,-0.514004084867713,0.09,0.753,4.15370513435879e-10
"STK32A",2.89714157056567e-13,-0.378512429943923,0.015,0.678,5.79428314113134e-10
"CPNE5",2.89714157056567e-13,-0.355575326826919,0.015,0.678,5.79428314113134e-10
"AC026188.1",3.06344778823306e-13,-0.28514733177135,0,0.213,6.12689557646613e-10
