"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LAMA24",8.00918294392886e-37,0.72291320160081,0.559,0.434,1.60183658878577e-33,"14","LAMA2"
"AL034405.11",4.07642689886722e-30,0.37145018171661,0.482,0.363,8.15285379773444e-27,"14","AL034405.1"
"AC012593.14",9.22866365411813e-26,0.355511496337166,0.589,0.484,1.84573273082363e-22,"14","AC012593.1"
"DOCK2",2.29482143304369e-13,0.298208326071361,0.435,0.345,4.58964286608738e-10,"14","DOCK2"
"LINC011703",3.17855554590813e-11,0.260029386053841,0.568,0.508,6.35711109181626e-08,"14","LINC01170"
"EML51",9.36595832986761e-11,0.351717437989296,0.4,0.282,1.87319166597352e-07,"14","EML5"
"LINC017252",2.21982913796023e-07,0.252447362897576,0.363,0.358,0.000443965827592046,"14","LINC01725"
"AVEN1",1.36469393228418e-06,0.449409627434748,0.419,0.346,0.00272938786456836,"14","AVEN"
"AC109927.11",0.00176449272872252,0.382525334288411,0.47,0.415,1,"14","AC109927.1"
"LTBP11",0.00439058430025655,0.251449683445722,0.399,0.401,1,"14","LTBP1"
"HSPA1A4",0,1.84949992312219,0.988,0.806,0,"15","HSPA1A"
"CRYAB5",0,1.71210881309107,0.964,0.803,0,"15","CRYAB"
"SPP16",0,1.41272277566505,0.876,0.691,0,"15","SPP1"
"HSP90AA13",0,0.397867628094392,0.994,0.941,0,"15","HSP90AA1"
"ABCA64",9.99168681221332e-267,1.10750729230087,0.773,0.718,1.99833736244266e-263,"15","ABCA6"
"PLP16",2.43318569751389e-211,0.651183925518183,0.994,0.953,4.86637139502778e-208,"15","PLP1"
"ST6GALNAC34",1.45227791169806e-166,0.73373167230777,0.826,0.81,2.90455582339613e-163,"15","ST6GALNAC3"
"FTL4",6.69524198464558e-146,0.754684055105986,0.7,0.612,1.33904839692912e-142,"15","FTL"
"TUBA1A5",2.73244519031441e-135,0.696962100125811,0.729,0.658,5.46489038062882e-132,"15","TUBA1A"
"APOD4",1.54719105989582e-117,0.730852506278257,0.594,0.527,3.09438211979163e-114,"15","APOD"
"MT33",2.44116899793521e-114,0.641068713612865,0.371,0.324,4.88233799587042e-111,"15","MT3"
"CA23",1.25226208183415e-109,0.926826153183145,0.566,0.543,2.5045241636683e-106,"15","CA2"
"AP001347.12",2.2546023885579e-104,0.283107786411513,0.146,0.476,4.5092047771158e-101,"15","AP001347.1"
"LINC00534",6.69857585097068e-100,0.331708214143312,0.135,0.452,1.33971517019414e-96,"15","LINC00534"
"TUBA1B4",2.19852998701292e-92,0.691536085060934,0.392,0.369,4.39705997402584e-89,"15","TUBA1B"
"PDE1A4",1.81280715350713e-85,0.62337758389279,0.66,0.652,3.62561430701425e-82,"15","PDE1A"
"AC002429.21",3.76834680615657e-83,0.26144535032551,0.122,0.442,7.53669361231314e-80,"15","AC002429.2"
"UBB4",4.08998871291938e-77,0.541681510806915,0.61,0.587,8.17997742583877e-74,"15","UBB"
"AC010884.11",8.23591849981487e-70,0.280935972912745,0.135,0.435,1.64718369996297e-66,"15","AC010884.1"
"TMSB4X2",1.65077748616433e-69,0.480155657559765,0.428,0.417,3.30155497232865e-66,"15","TMSB4X"
"LINC00159",6.90521249597127e-68,0.300648149231072,0.12,0.421,1.38104249919425e-64,"15","LINC00159"
"GULP11",1.10452066899656e-65,0.676422163752693,0.203,0.49,2.20904133799312e-62,"15","GULP1"
"SHISA61",3.22274627366807e-61,0.522392066302448,0.126,0.391,6.44549254733615e-58,"15","SHISA6"
"CPXM22",1.84098637356972e-58,0.250495388358008,0.125,0.389,3.68197274713944e-55,"15","CPXM2"
"SLC8A1-AS12",3.087810796705e-57,0.403636228316666,0.122,0.392,6.17562159341001e-54,"15","SLC8A1-AS1"
"PRDX14",1.10978534623312e-56,0.546529344183849,0.36,0.383,2.21957069246625e-53,"15","PRDX1"
"PEA152",2.36389539605021e-56,0.451654266357519,0.27,0.31,4.72779079210041e-53,"15","PEA15"
"AC090518.11",8.23252036064337e-54,0.561684840910237,0.184,0.461,1.64650407212867e-50,"15","AC090518.1"
"MT-ND32",9.31082027097563e-54,0.443371498550732,0.582,0.555,1.86216405419513e-50,"15","MT-ND3"
"DHCR243",4.74800145780617e-47,0.687006835905028,0.375,0.412,9.49600291561235e-44,"15","DHCR24"
"CLU2",6.07528292125627e-47,0.349708710060911,0.334,0.367,1.21505658425125e-43,"15","CLU"
"S100B3",1.96184278277587e-41,0.55356422459439,0.513,0.563,3.92368556555174e-38,"15","S100B"
"HS3ST4",6.675240626407e-40,0.294724320933218,0.136,0.405,1.3350481252814e-36,"15","HS3ST4"
"AFF34",1.58547739474916e-36,0.558446407423878,0.326,0.602,3.17095478949832e-33,"15","AFF3"
"SPARC2",4.70364546548528e-35,0.351355666573772,0.197,0.286,9.40729093097055e-32,"15","SPARC"
"MT-CO23",1.70659521443583e-34,0.295373406376211,0.612,0.618,3.41319042887165e-31,"15","MT-CO2"
"LINC008445",7.93006161404224e-33,0.298116015243696,0.24,0.32,1.58601232280845e-29,"15","LINC00844"
"COL18A12",5.29164567599991e-30,0.876770840133855,0.493,0.578,1.05832913519998e-26,"15","COL18A1"
"GRIA41",2.4638404450147e-29,0.402349992126601,0.636,0.729,4.9276808900294e-26,"15","GRIA4"
"MND1",9.00413315175543e-29,0.332021728341287,0.132,0.389,1.80082663035109e-25,"15","MND1"
"LINC006094",1.19365303989414e-28,0.323170267207465,0.719,0.784,2.38730607978828e-25,"15","LINC00609"
"SLC5A115",4.44647204212224e-28,0.305329135202179,0.637,0.692,8.89294408424449e-25,"15","SLC5A11"
"C9orf1531",1.52245557896891e-26,0.483155142094927,0.173,0.42,3.04491115793783e-23,"15","C9orf153"
"MYRIP3",4.07527314852931e-25,0.439777941636716,0.346,0.611,8.15054629705861e-22,"15","MYRIP"
"TOX33",2.96194784040394e-24,0.416277252218369,0.268,0.516,5.92389568080788e-21,"15","TOX3"
"PRDM6",3.36698791948608e-22,0.280726847770771,0.1,0.342,6.73397583897216e-19,"15","PRDM6"
"IGKC",2.45335453532682e-21,0.843999915031378,0.231,0.445,4.90670907065364e-18,"15","IGKC"
"LRP24",8.92387863855793e-20,0.298469876001781,0.646,0.758,1.78477572771159e-16,"15","LRP2"
"RANBP174",2.07921685058745e-19,0.302378149083519,0.38,0.637,4.1584337011749e-16,"15","RANBP17"
"ENPP63",3.41244474395175e-18,0.291096894006504,0.326,0.568,6.82488948790349e-15,"15","ENPP6"
"HLA-A2",5.0522407940031e-18,0.261522339961351,0.172,0.292,1.01044815880062e-14,"15","HLA-A"
"ABHD52",5.26523566311011e-12,0.312105643943184,0.225,0.452,1.05304713262202e-08,"15","ABHD5"
"CHRM53",1.17683144512696e-11,0.824011835631296,0.286,0.383,2.35366289025393e-08,"15","CHRM5"
"CDH84",2.69016935804174e-10,0.418291741043914,0.344,0.563,5.38033871608348e-07,"15","CDH8"
"CDKN1C6",3.13338861235235e-10,0.306721419370164,0.327,0.438,6.2667772247047e-07,"15","CDKN1C"
"ABCA92",1.86826168123457e-08,0.752313474242426,0.347,0.566,3.73652336246915e-05,"15","ABCA9"
"ANKRD18A4",5.09570475306225e-08,0.548546012001091,0.449,0.576,0.000101914095061245,"15","ANKRD18A"
"AZGP12",1.98566423023007e-07,0.440853118890199,0.152,0.298,0.000397132846046014,"15","AZGP1"
"AC006148.12",2.34015028574613e-07,0.258262497793395,0.248,0.461,0.000468030057149226,"15","AC006148.1"
"LGR42",2.93277597189432e-07,0.508258224823529,0.39,0.611,0.000586555194378863,"15","LGR4"
"ITPR1",3.74954078772304e-07,0.318194396672046,0.135,0.354,0.000749908157544607,"15","ITPR1"
"SORL14",5.50194697985431e-07,0.438645598509802,0.517,0.667,0.00110038939597086,"15","SORL1"
"BCL22",6.14735570710017e-05,0.40430060426476,0.524,0.669,0.122947114142003,"15","BCL2"
"NPTX23",0.000499999661446393,0.48386220050046,0.213,0.407,0.999999322892786,"15","NPTX2"
"TMEM178A2",0.000990221451266197,0.660095504105555,0.27,0.459,1,"15","TMEM178A"
"PLD52",0.00199052349308295,0.323356591916784,0.399,0.597,1,"15","PLD5"
"SMYD31",0.00330769872309201,0.269126669716331,0.325,0.512,1,"15","SMYD3"
"FGD43",0.00842779633705019,0.380129843694395,0.297,0.489,1,"15","FGD4"
"LINC01099",0,3.06761679853469,0.894,0.384,0,"16","LINC01099"
"LINC01098",0,2.46468613093338,0.912,0.377,0,"16","LINC01098"
"NKAIN26",1.18138128787748e-241,0.665739708010115,0.992,0.908,2.36276257575497e-238,"16","NKAIN2"
"UNC5C6",5.50008661353699e-220,0.69526246881879,0.976,0.874,1.1000173227074e-216,"16","UNC5C"
"KIRREL36",1.22694153309683e-217,0.755216438436221,0.977,0.86,2.45388306619365e-214,"16","KIRREL3"
"MOBP6",1.03937855620788e-214,0.716635425420907,0.982,0.881,2.07875711241575e-211,"16","MOBP"
"PPP2R2B5",2.15834319680366e-197,0.595853356124411,0.984,0.902,4.31668639360733e-194,"16","PPP2R2B"
"CNTNAP45",3.39954975368841e-188,0.697377292898251,0.922,0.75,6.79909950737682e-185,"16","CNTNAP4"
"HDAC2-AS22",1.19848303009303e-149,0.613154354140979,0.875,0.735,2.39696606018607e-146,"16","HDAC2-AS2"
"HS3ST55",1.91723738081932e-128,0.761587854119758,0.775,0.613,3.83447476163865e-125,"16","HS3ST5"
"PALM26",1.82298137083654e-105,0.671750452118723,0.771,0.641,3.64596274167307e-102,"16","PALM2"
"HHIP8",1.29267423667441e-100,0.472705031085627,0.763,0.587,2.58534847334882e-97,"16","HHIP"
"AC090502.14",1.0851257233277e-99,0.757520804944388,0.679,0.555,2.1702514466554e-96,"16","AC090502.1"
"ST6GALNAC35",2.70682528372349e-98,0.46915016853298,0.92,0.807,5.41365056744698e-95,"16","ST6GALNAC3"
"LMCD1-AS14",2.4225744197721e-94,0.667974186486076,0.807,0.697,4.8451488395442e-91,"16","LMCD1-AS1"
"ADAMTS186",1.44723324023142e-86,0.694507183408871,0.675,0.556,2.89446648046283e-83,"16","ADAMTS18"
"LINC006095",7.09764412307327e-84,0.50257082794838,0.876,0.78,1.41952882461465e-80,"16","LINC00609"
"CALN13",7.87758108582492e-80,0.638618153709505,0.759,0.671,1.57551621716498e-76,"16","CALN1"
"DPYSL53",2.80840316783516e-75,0.419025823633013,0.814,0.708,5.61680633567031e-72,"16","DPYSL5"
"AC026316.56",2.96599837270054e-66,0.3996809798946,0.932,0.864,5.93199674540107e-63,"16","AC026316.5"
"LINC015054",1.38754070695008e-63,0.942136006800794,0.663,0.573,2.77508141390016e-60,"16","LINC01505"
"AC087564.12",4.3936137997665e-62,0.604568938799105,0.65,0.555,8.787227599533e-59,"16","AC087564.1"
"KCTD83",2.57910597383083e-59,0.566242966029157,0.8,0.685,5.15821194766167e-56,"16","KCTD8"
"CYP7B15",1.24559399384809e-58,0.514045703995796,0.678,0.573,2.49118798769617e-55,"16","CYP7B1"
"BCL23",1.98380552219353e-58,0.509596750440701,0.751,0.662,3.96761104438706e-55,"16","BCL2"
"LINC016088",4.89870413347059e-55,0.403677198946762,0.703,0.62,9.79740826694117e-52,"16","LINC01608"
"LINC011704",1.84212847492119e-52,0.636672377307783,0.604,0.508,3.68425694984239e-49,"16","LINC01170"
"AC027117.23",2.92083469644197e-52,0.476555130841784,0.577,0.491,5.84166939288394e-49,"16","AC027117.2"
"KANK12",8.08813084826952e-42,0.262936291643898,0.773,0.707,1.6176261696539e-38,"16","KANK1"
"CDH85",1.35935739189301e-41,0.507724641372722,0.626,0.554,2.71871478378603e-38,"16","CDH8"
"RYR24",3.50617469128613e-41,0.518553776750455,0.624,0.561,7.01234938257227e-38,"16","RYR2"
"RANBP175",1.79252637153575e-38,0.307024173972681,0.688,0.627,3.58505274307149e-35,"16","RANBP17"
"OPALIN6",3.48306655636662e-37,0.270858662607716,0.515,0.425,6.96613311273324e-34,"16","OPALIN"
"ENPP64",1.25350344690368e-35,0.332089953017255,0.615,0.559,2.50700689380736e-32,"16","ENPP6"
"PDE4D4",2.8244860825742e-35,0.484954459363185,0.708,0.636,5.6489721651484e-32,"16","PDE4D"
"PLXDC25",1.12602061795951e-34,0.266154337849734,0.729,0.673,2.25204123591902e-31,"16","PLXDC2"
"C5orf172",9.06858189892869e-33,0.817033766901818,0.507,0.459,1.81371637978574e-29,"16","C5orf17"
"ENOX25",9.76327686184381e-32,0.461087017811468,0.528,0.466,1.95265537236876e-28,"16","ENOX2"
"FHIT3",9.57158072271258e-31,0.289732351197195,0.856,0.809,1.91431614454252e-27,"16","FHIT"
"PDE1A5",9.81422914114175e-31,0.271204323668321,0.713,0.651,1.96284582822835e-27,"16","PDE1A"
"AL354809.14",5.94653115894968e-28,0.542117816811499,0.531,0.494,1.18930623178994e-24,"16","AL354809.1"
"AC025159.14",7.95202830008461e-26,0.41905297915497,0.584,0.547,1.59040566001692e-22,"16","AC025159.1"
"LINC011822",2.18339573821854e-25,0.526019513551784,0.415,0.368,4.36679147643708e-22,"16","LINC01182"
"LINC025114",2.31270866464616e-24,0.393971869516373,0.441,0.403,4.62541732929231e-21,"16","LINC02511"
"AL589740.13",7.02185942384253e-24,0.348980612053241,0.659,0.609,1.40437188476851e-20,"16","AL589740.1"
"MYRIP4",9.46697021688108e-24,0.356441471057809,0.635,0.602,1.89339404337622e-20,"16","MYRIP"
"AC012593.15",1.12497156401429e-23,0.565171453384569,0.527,0.487,2.24994312802858e-20,"16","AC012593.1"
"AC098829.11",2.22703046913886e-23,0.483862066987291,0.54,0.495,4.45406093827773e-20,"16","AC098829.1"
"AGMO2",3.91216091045658e-23,0.507058683085836,0.48,0.448,7.82432182091316e-20,"16","AGMO"
"RAD51B4",2.54092911288294e-22,0.404084323951578,0.608,0.569,5.08185822576588e-19,"16","RAD51B"
"TENM31",6.64059021522043e-16,0.772228633938801,0.422,0.421,1.32811804304409e-12,"16","TENM3"
"AC078881.11",3.32364562315789e-14,0.571646865560931,0.418,0.401,6.64729124631578e-11,"16","AC078881.1"
"KCNAB15",7.94561309339669e-14,0.452463826840388,0.504,0.48,1.58912261867934e-10,"16","KCNAB1"
"IQCJ-SCHIP13",8.75555363991934e-14,0.290240915279634,0.597,0.572,1.75111072798387e-10,"16","IQCJ-SCHIP1"
"LINC008772",1.70814196892539e-07,0.353088783240976,0.519,0.527,0.000341628393785077,"16","LINC00877"
"CC2D2B1",2.76581749849336e-07,0.279291411671031,0.378,0.385,0.000553163499698672,"16","CC2D2B"
"DPH64",1.33331590664052e-06,0.278527346946993,0.427,0.432,0.00266663181328105,"16","DPH6"
"ATG102",3.83519532135564e-06,0.354020901608605,0.421,0.422,0.00767039064271129,"16","ATG10"
"KCTD12",8.5356318747842e-06,0.333843692734389,0.355,0.369,0.0170712637495684,"16","KCTD1"
"AC007364.13",5.86825559425111e-05,0.412599578198852,0.462,0.479,0.117365111885022,"16","AC007364.1"
"AP000282.12",0.000166010383050415,0.386399056242892,0.427,0.443,0.332020766100831,"16","AP000282.1"
"AC138627.12",0.000473519624855869,0.330608575493336,0.37,0.395,0.947039249711738,"16","AC138627.1"
"LINC013762",0.000546244400083276,0.359743280526268,0.319,0.335,1,"16","LINC01376"
"ADAMTS194",0.00224719639194391,0.418985155073825,0.429,0.458,1,"16","ADAMTS19"
"EXT11",0.00644018193784936,0.27900809426245,0.493,0.512,1,"16","EXT1"
"AL359232.11",0.00880248641638126,0.299503275414687,0.262,0.339,1,"16","AL359232.1"
"RBFOX12",0,2.50910765713022,0.835,0.473,0,"17","RBFOX1"
"LINC015055",0,1.83986149786887,0.857,0.569,0,"17","LINC01505"
"LMCD1-AS15",0,1.5297511366004,0.982,0.694,0,"17","LMCD1-AS1"
"LINC006096",0,1.40237072975569,0.995,0.777,0,"17","LINC00609"
"PLEKHG13",0,1.34172007769412,0.709,0.427,0,"17","PLEKHG1"
"KCTD84",0,1.30741825291008,0.942,0.681,0,"17","KCTD8"
"AFF35",0,1.2985701082032,0.789,0.589,0,"17","AFF3"
"PDE4D5",0,1.24449937303753,0.943,0.63,0,"17","PDE4D"
"SLC5A116",0,1.20374568090868,0.972,0.684,0,"17","SLC5A11"
"CNTNAP46",0,1.12991478949208,0.984,0.749,0,"17","CNTNAP4"
"MOBP7",0,1.06841036273145,0.998,0.881,0,"17","MOBP"
"PPP2R2B6",0,0.997395720680733,0.998,0.902,0,"17","PPP2R2B"
"NKAIN27",0,0.931725046327491,1,0.908,0,"17","NKAIN2"
"UNC5C7",0,0.856103427009618,0.999,0.874,0,"17","UNC5C"
"PDE1A6",1.64526031144492e-297,0.948700751192117,0.908,0.647,3.29052062288985e-294,"17","PDE1A"
"ST6GALNAC36",9.79618501347342e-271,0.79588214765777,0.973,0.806,1.95923700269468e-267,"17","ST6GALNAC3"
"ENPP65",2.84003929026527e-270,1.02201413930871,0.758,0.556,5.68007858053053e-267,"17","ENPP6"
"DPYSL54",3.53374679810749e-268,0.804102005379866,0.906,0.706,7.06749359621498e-265,"17","DPYSL5"
"AC012593.16",6.79051242174422e-267,1.15498043489042,0.759,0.481,1.35810248434884e-263,"17","AC012593.1"
"NEGR14",2.70220393012618e-265,0.870666601760866,0.887,0.674,5.40440786025236e-262,"17","NEGR1"
"RAD51B5",2.32596769708644e-237,0.960697716955699,0.802,0.564,4.65193539417288e-234,"17","RAD51B"
"AL589740.14",4.26017775422852e-233,0.975328949999414,0.799,0.605,8.52035550845705e-230,"17","AL589740.1"
"ACTN24",1.33718425424722e-220,0.775192840745188,0.769,0.573,2.67436850849444e-217,"17","ACTN2"
"FHIT4",1.1138518698257e-215,0.733411120839727,0.955,0.807,2.2277037396514e-212,"17","FHIT"
"CALN14",9.8634090222442e-211,1.06335904310874,0.79,0.671,1.97268180444884e-207,"17","CALN1"
"NLGN4Y2",1.69279547574673e-205,0.71750412289506,0.725,0.524,3.38559095149347e-202,"17","NLGN4Y"
"COL18A13",3.23077005810497e-194,0.875611118304344,0.724,0.572,6.46154011620995e-191,"17","COL18A1"
"SGCD2",3.80733799193547e-193,0.707500545216373,0.82,0.628,7.61467598387094e-190,"17","SGCD"
"AC026316.57",1.14774217022305e-191,0.688078738589459,0.977,0.863,2.2954843404461e-188,"17","AC026316.5"
"FGD44",9.55186467586487e-186,0.878614946743824,0.659,0.479,1.91037293517297e-182,"17","FGD4"
"DTNA4",1.00261027311553e-185,0.568549107206725,0.807,0.597,2.00522054623107e-182,"17","DTNA"
"PCSK62",2.17852561023093e-184,0.542220353170689,0.973,0.845,4.35705122046186e-181,"17","PCSK6"
"HIVEP32",5.01091783034934e-177,0.903058427857649,0.63,0.442,1.00218356606987e-173,"17","HIVEP3"
"HS3ST56",6.69666423668576e-176,0.747024671101813,0.807,0.612,1.33933284733715e-172,"17","HS3ST5"
"LINC011705",3.30709929641076e-174,0.984363041958736,0.702,0.505,6.61419859282151e-171,"17","LINC01170"
"IQCJ-SCHIP14",2.94228084970236e-167,0.807056884979693,0.742,0.568,5.88456169940471e-164,"17","IQCJ-SCHIP1"
"LRP25",3.62486188631016e-154,0.506986070861094,0.91,0.751,7.24972377262032e-151,"17","LRP2"
"NTM3",5.07135525101461e-150,0.594814218657924,0.983,0.877,1.01427105020292e-146,"17","NTM"
"MGAT53",2.02384710619115e-145,0.614770063732214,0.753,0.585,4.0476942123823e-142,"17","MGAT5"
"LDLRAD43",3.62019986069072e-138,0.458395816434894,0.747,0.559,7.24039972138145e-135,"17","LDLRAD4"
"SETBP14",1.43109463459221e-136,1.01463962113003,0.612,0.518,2.86218926918443e-133,"17","SETBP1"
"FBXL173",2.36055248317333e-127,0.659242316037101,0.605,0.44,4.72110496634667e-124,"17","FBXL17"
"AC233296.13",1.29704376659594e-121,0.946597271049528,0.54,0.411,2.59408753319187e-118,"17","AC233296.1"
"BCAS13",1.10448126221924e-119,0.264535556034059,0.967,0.836,2.20896252443849e-116,"17","BCAS1"
"GRIA31",1.28139877739086e-119,0.506135210768621,0.515,0.368,2.56279755478172e-116,"17","GRIA3"
"RANBP176",1.73478686536961e-117,0.547599032011633,0.714,0.627,3.46957373073923e-114,"17","RANBP17"
"AC087564.13",1.49154638587862e-115,0.578136320009774,0.694,0.554,2.98309277175724e-112,"17","AC087564.1"
"MACROD23",2.25192245623026e-108,0.81607489416467,0.685,0.592,4.50384491246053e-105,"17","MACROD2"
"KIRREL37",1.70179688398834e-104,0.370499347893244,0.975,0.861,3.40359376797668e-101,"17","KIRREL3"
"AC090502.15",4.5722496995916e-101,0.589858207434028,0.672,0.556,9.14449939918319e-98,"17","AC090502.1"
"MIR4300HG2",1.29772307465459e-99,0.820464821816662,0.469,0.397,2.59544614930917e-96,"17","MIR4300HG"
"LPP1",1.46708617743171e-98,0.344161678803141,0.733,0.587,2.93417235486341e-95,"17","LPP"
"SFMBT24",6.51216259047501e-95,0.411921328945884,0.766,0.681,1.302432518095e-91,"17","SFMBT2"
"KANK42",1.68591459845529e-94,0.973099447058234,0.459,0.365,3.37182919691058e-91,"17","KANK4"
"LINC008773",2.87826991885146e-91,0.633149704852398,0.617,0.524,5.75653983770292e-88,"17","LINC00877"
"MTERF13",2.08690351859217e-90,0.602536210675439,0.551,0.444,4.17380703718434e-87,"17","MTERF1"
"AC098829.12",3.21018808123656e-89,0.676710853035519,0.567,0.494,6.42037616247313e-86,"17","AC098829.1"
"AC027117.24",1.09904721228648e-87,0.768474311852316,0.551,0.492,2.19809442457295e-84,"17","AC027117.2"
"DPH65",3.30928691240215e-84,0.532510436094981,0.536,0.43,6.6185738248043e-81,"17","DPH6"
"ABTB22",2.39569610322166e-81,0.818552201257395,0.504,0.428,4.79139220644332e-78,"17","ABTB2"
"CDH86",1.96846979304922e-77,0.670109458441899,0.617,0.555,3.93693958609845e-74,"17","CDH8"
"GNA142",2.21602611129748e-77,0.932852885735975,0.423,0.372,4.43205222259496e-74,"17","GNA14"
"SLC4A82",7.19431851998519e-74,0.647607457733516,0.538,0.455,1.43886370399704e-70,"17","SLC4A8"
"AC006148.13",1.94699939010806e-72,0.697280736911667,0.524,0.453,3.89399878021612e-69,"17","AC006148.1"
"PARD3B2",7.1037979780827e-70,0.569509785365693,0.577,0.504,1.42075959561654e-66,"17","PARD3B"
"AL392023.22",5.14490481825283e-68,0.694005329334633,0.465,0.402,1.02898096365057e-64,"17","AL392023.2"
"PHACTR14",1.85982804513242e-67,0.348224853990109,0.735,0.668,3.71965609026484e-64,"17","PHACTR1"
"AC007364.14",7.54973221970612e-66,0.707825572244334,0.529,0.478,1.50994644394122e-62,"17","AC007364.1"
"PLA2G4C2",7.71819198526916e-66,0.392000368359699,0.544,0.462,1.54363839705383e-62,"17","PLA2G4C"
"TMEM178A3",1.20084303038355e-59,0.750795163889842,0.469,0.453,2.40168606076709e-56,"17","TMEM178A"
"FSTL52",2.17574829466626e-59,1.16036840535519,0.442,0.428,4.35149658933252e-56,"17","FSTL5"
"UBA6-AS13",4.07485149074136e-59,0.49045192996399,0.48,0.405,8.14970298148273e-56,"17","UBA6-AS1"
"PRELID22",1.54827495924832e-57,0.759733379706777,0.404,0.366,3.09654991849665e-54,"17","PRELID2"
"XKR62",3.80381113397753e-56,0.593889069099199,0.573,0.548,7.60762226795505e-53,"17","XKR6"
"KCNS3",1.25574023886272e-55,0.456834756381615,0.25,0.248,2.51148047772544e-52,"17","KCNS3"
"CNTNAP23",2.59111639590636e-48,0.812164201055438,0.501,0.455,5.18223279181272e-45,"17","CNTNAP2"
"INPP4B3",3.52338594032198e-46,0.611434665301673,0.338,0.328,7.04677188064396e-43,"17","INPP4B"
"AC078881.12",2.83678381962462e-45,0.514753453508607,0.429,0.401,5.67356763924924e-42,"17","AC078881.1"
"RYR25",4.58579033696966e-45,0.376536532879558,0.6,0.562,9.17158067393932e-42,"17","RYR2"
"FBXO323",2.02192427802313e-44,0.406996983668996,0.589,0.556,4.04384855604625e-41,"17","FBXO32"
"STPG22",5.35895602182892e-44,0.66670380520147,0.499,0.472,1.07179120436578e-40,"17","STPG2"
"LHFPL63",3.01788340694107e-43,0.535006828195395,0.472,0.446,6.03576681388214e-40,"17","LHFPL6"
"POT1-AS13",4.15820882989197e-43,0.590391964478348,0.474,0.463,8.31641765978393e-40,"17","POT1-AS1"
"C2CD62",2.13769442928866e-41,0.71174776649445,0.379,0.382,4.27538885857733e-38,"17","C2CD6"
"BCL24",2.96839698512832e-41,0.278714407708562,0.693,0.664,5.93679397025664e-38,"17","BCL2"
"TMEM2323",3.87938432916849e-41,0.483443792885381,0.356,0.35,7.75876865833698e-38,"17","TMEM232"
"RNLS1",1.06440160567228e-40,0.463110079627746,0.356,0.353,2.12880321134456e-37,"17","RNLS"
"ATG103",4.43436276397486e-40,0.40558544282631,0.457,0.421,8.86872552794972e-37,"17","ATG10"
"ACSBG11",4.46171384571205e-40,1.11259081834577,0.372,0.358,8.9234276914241e-37,"17","ACSBG1"
"RASAL22",2.00341253163454e-39,0.407896792512955,0.421,0.402,4.00682506326909e-36,"17","RASAL2"
"TOX34",3.36674154997034e-38,0.67378952119763,0.501,0.508,6.73348309994068e-35,"17","TOX3"
"LINC025115",1.9419573482277e-37,0.821408391570067,0.397,0.404,3.8839146964554e-34,"17","LINC02511"
"CFTR3",2.08311188380402e-37,0.386969044740253,0.379,0.365,4.16622376760803e-34,"17","CFTR"
"AC114485.11",8.69594036799026e-35,0.763623747508468,0.374,0.352,1.73918807359805e-31,"17","AC114485.1"
"LINC011823",3.06806941099924e-34,0.735428874161528,0.366,0.369,6.13613882199847e-31,"17","LINC01182"
"RASSF81",9.48062740518183e-33,0.389285195532332,0.42,0.417,1.89612548103637e-29,"17","RASSF8"
"CCDC102B2",2.53309901845105e-32,0.450900572038136,0.346,0.349,5.0661980369021e-29,"17","CCDC102B"
"MTHFD1L2",1.6398401751892e-30,0.641151536178477,0.378,0.389,3.27968035037841e-27,"17","MTHFD1L"
"AC138627.13",7.45284769917229e-30,0.455240048562412,0.387,0.395,1.49056953983446e-26,"17","AC138627.1"
"USH1C2",1.23035242507098e-29,0.545621656610886,0.302,0.304,2.46070485014195e-26,"17","USH1C"
"NRXN35",6.43372294428993e-29,0.46200740813445,0.849,0.826,1.28674458885799e-25,"17","NRXN3"
"TTTY142",3.06478802805159e-27,0.411356552645003,0.478,0.478,6.12957605610319e-24,"17","TTTY14"
"TNFRSF212",1.73896783325751e-26,0.570690596780269,0.349,0.361,3.47793566651501e-23,"17","TNFRSF21"
"EPM2A2",2.84605465384217e-26,0.338057559271548,0.313,0.329,5.69210930768434e-23,"17","EPM2A"
"DPH6-DT2",5.31166189314157e-26,0.40478888301867,0.469,0.478,1.06233237862831e-22,"17","DPH6-DT"
"CPXM23",5.49328047492326e-26,0.736959197455508,0.372,0.381,1.09865609498465e-22,"17","CPXM2"
"LINC013763",6.50574890683634e-26,0.462233749285013,0.313,0.335,1.30114978136727e-22,"17","LINC01376"
"MSRA2",7.26369970545792e-26,0.394999604823964,0.407,0.413,1.45273994109158e-22,"17","MSRA"
"GAS21",7.98636805091445e-26,0.55031969465279,0.342,0.358,1.59727361018289e-22,"17","GAS2"
"KALRN1",3.18157772205172e-25,0.271088366091111,0.308,0.331,6.36315544410344e-22,"17","KALRN"
"EXT12",4.28403958565525e-25,0.365609463013547,0.514,0.512,8.5680791713105e-22,"17","EXT1"
"CENPP1",1.18037530271032e-24,0.370605333191162,0.37,0.38,2.36075060542065e-21,"17","CENPP"
"AL662796.14",9.38989845356135e-24,0.603295895770372,0.447,0.48,1.87797969071227e-20,"17","AL662796.1"
"SAMD4A4",1.24698968888797e-22,0.25616103685866,0.527,0.531,2.49397937777594e-19,"17","SAMD4A"
"FIRRE",2.90415499656386e-21,0.480261565278204,0.286,0.323,5.80830999312773e-18,"17","FIRRE"
