"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GPR174",5.01392448982507e-103,3.84828374129633,0.933,0.252,1.00278489796501e-99,"31","GPR17"
"MAML26",7.42526953953887e-103,3.97443419975301,1,0.424,1.48505390790777e-99,"31","MAML2"
"LUZP27",9.86868165236817e-103,3.3663316702382,1,0.482,1.97373633047363e-99,"31","LUZP2"
"MMP165",2.81979603811954e-102,2.9297203050891,0.988,0.349,5.63959207623908e-99,"31","MMP16"
"SLC5A12",6.55427079036902e-102,0.479801674736871,0.8,0.19,1.3108541580738e-98,"31","SLC5A12"
"STK32B5",2.54286982253803e-100,1.82136624725466,0.915,0.305,5.08573964507606e-97,"31","STK32B"
"MDGA27",3.00760409890056e-100,3.2656215287797,1,0.513,6.01520819780112e-97,"31","MDGA2"
"SEMA5B4",3.18839898796708e-100,2.44861212211345,0.885,0.205,6.37679797593415e-97,"31","SEMA5B"
"TCF7L13",8.46838514626073e-100,0.983592937414731,0.873,0.315,1.69367702925215e-96,"31","TCF7L1"
"COL9A15",1.39547138650995e-99,2.23506925725442,0.909,0.264,2.7909427730199e-96,"31","COL9A1"
"TRIO7",1.70939313819577e-99,3.56125283981571,1,0.523,3.41878627639153e-96,"31","TRIO"
"KAZN5",2.12188731453938e-99,4.53806617746983,1,0.679,4.24377462907875e-96,"31","KAZN"
"FGF125",4.19721994766415e-99,3.48324293692229,0.988,0.322,8.3944398953283e-96,"31","FGF12"
"SLC1A15",4.36355622286952e-99,2.87892925038739,0.933,0.333,8.72711244573905e-96,"31","SLC1A1"
"OPHN15",9.87056339381096e-99,3.28430187538686,0.988,0.373,1.97411267876219e-95,"31","OPHN1"
"SLC2A136",1.24631691505845e-98,2.87047911656624,0.982,0.408,2.49263383011689e-95,"31","SLC2A13"
"CRB14",2.43466768967582e-98,3.60364760653907,0.988,0.426,4.86933537935164e-95,"31","CRB1"
"FRMD4A6",3.57741179021273e-98,6.01964076688962,0.982,0.483,7.15482358042547e-95,"31","FRMD4A"
"DLGAP16",7.69160549014563e-98,3.19930961703397,0.988,0.348,1.53832109802913e-94,"31","DLGAP1"
"GRIP15",1.49372305022959e-97,2.04678313859018,0.915,0.279,2.98744610045918e-94,"31","GRIP1"
"SEMA5A5",1.50540873585791e-97,3.76868091900124,1,0.593,3.01081747171582e-94,"31","SEMA5A"
"MAP26",2.15554544108777e-97,3.33146387462568,0.994,0.387,4.31109088217555e-94,"31","MAP2"
"MIR9-3HG3",2.05167629050969e-96,1.46171106497548,0.873,0.229,4.10335258101938e-93,"31","MIR9-3HG"
"E2F33",3.60375240468102e-96,1.90399951125149,0.842,0.166,7.20750480936205e-93,"31","E2F3"
"ARPP215",8.15727633303945e-95,2.22883574830837,0.976,0.235,1.63145526660789e-91,"31","ARPP21"
"DOCK61",9.35770888532116e-95,1.9182223344213,0.879,0.258,1.87154177706423e-91,"31","DOCK6"
"PAK35",3.50637005567399e-94,1.21935916933617,0.891,0.166,7.01274011134798e-91,"31","PAK3"
"STK32A5",3.76684498387272e-94,1.36560948228424,0.921,0.274,7.53368996774543e-91,"31","STK32A"
"CA105",2.91981991821196e-93,2.21351892593571,0.976,0.3,5.83963983642391e-90,"31","CA10"
"PPP1R1C",3.65705990329791e-93,0.533374117150867,0.812,0.253,7.31411980659581e-90,"31","PPP1R1C"
"CADPS6",2.57245757436578e-92,2.39022496293906,0.952,0.31,5.14491514873156e-89,"31","CADPS"
"VCAN5",4.08793916586949e-92,3.08714362434649,0.97,0.372,8.17587833173897e-89,"31","VCAN"
"PARD3B4",9.89153912744803e-92,2.92378410390026,0.982,0.504,1.97830782548961e-88,"31","PARD3B"
"KCNS31",1.82392375434507e-91,1.77222746708844,0.897,0.247,3.64784750869014e-88,"31","KCNS3"
"NXPH15",2.03693667544732e-91,1.90066569337531,0.945,0.279,4.07387335089464e-88,"31","NXPH1"
"LINC009375",4.63960864719658e-91,1.61784716910948,0.909,0.358,9.27921729439315e-88,"31","LINC00937"
"PALD11",2.08969825720166e-90,0.287502709391815,0.806,0.204,4.17939651440332e-87,"31","PALD1"
"DGKG5",2.2195705670668e-90,2.23767654437781,0.964,0.372,4.43914113413359e-87,"31","DGKG"
"RALGPS25",7.75908399916017e-90,1.38334646214766,0.885,0.269,1.55181679983203e-86,"31","RALGPS2"
"LHFPL35",3.4557301978102e-89,2.43524145414567,1,0.539,6.91146039562039e-86,"31","LHFPL3"
"ASTN15",8.15778085472099e-89,2.09995910582114,0.952,0.344,1.6315561709442e-85,"31","ASTN1"
"PSMA13",1.65425438969769e-88,1.71064008165867,0.873,0.226,3.30850877939539e-85,"31","PSMA1"
"NDST41",6.53782976613104e-88,0.468859433352338,0.83,0.279,1.30756595322621e-84,"31","NDST4"
"ARHGAP424",1.36178818342688e-87,1.45476438028476,0.921,0.342,2.72357636685376e-84,"31","ARHGAP42"
"NRCAM5",3.6560271108938e-87,2.01402311976268,0.982,0.36,7.31205422178761e-84,"31","NRCAM"
"IGSF9B4",4.18782582172136e-87,2.34979585042187,0.879,0.205,8.37565164344271e-84,"31","IGSF9B"
"MEGF115",7.34378124982125e-87,2.16908349901711,0.964,0.378,1.46875624996425e-83,"31","MEGF11"
"FYN4",3.65694183669543e-86,3.35350547302519,1,0.737,7.31388367339086e-83,"31","FYN"
"RAPGEF13",6.48998713138785e-86,3.00388323452403,0.958,0.457,1.29799742627757e-82,"31","RAPGEF1"
"SEMA3E7",7.08480359768754e-86,1.95393973480812,0.939,0.302,1.41696071953751e-82,"31","SEMA3E"
"FRMD63",1.5678617450777e-85,1.5367964754883,0.885,0.32,3.13572349015541e-82,"31","FRMD6"
"PCDH155",3.39282771281317e-85,1.90862920013718,0.97,0.406,6.78565542562634e-82,"31","PCDH15"
"ZEB1-AS14",4.31324515717549e-85,0.410730637722714,0.842,0.228,8.62649031435098e-82,"31","ZEB1-AS1"
"BCAS17",7.20495913626547e-85,3.40536907570057,1,0.838,1.44099182725309e-81,"31","BCAS1"
"AC008050.14",1.04124364002721e-84,1.07906115596937,0.909,0.359,2.08248728005442e-81,"31","AC008050.1"
"MERTK1",1.3147615252195e-84,0.277170825762273,0.83,0.285,2.62952305043901e-81,"31","MERTK"
"PDGFC5",1.59388347461952e-84,1.15685473346881,0.891,0.306,3.18776694923905e-81,"31","PDGFC"
"AFF21",6.5802456204964e-84,0.264353192243271,0.812,0.184,1.31604912409928e-80,"31","AFF2"
"CSMD15",6.77917030769563e-84,1.82092479738265,0.994,0.442,1.35583406153913e-80,"31","CSMD1"
"PDZRN33",1.02711552678375e-82,1.11156588365996,0.836,0.277,2.0542310535675e-79,"31","PDZRN3"
"AL445250.15",1.16543648793002e-82,1.97399509298425,0.933,0.365,2.33087297586003e-79,"31","AL445250.1"
"METTL242",1.74570075275027e-82,0.516402644914228,0.83,0.269,3.49140150550053e-79,"31","METTL24"
"RALYL7",1.76351140679874e-82,1.96975446073003,0.903,0.29,3.52702281359748e-79,"31","RALYL"
"PID15",2.0187258612698e-82,1.85223462820661,0.921,0.36,4.03745172253959e-79,"31","PID1"
"SH3GL23",2.8439292950236e-82,0.625459525428304,0.842,0.197,5.68785859004719e-79,"31","SH3GL2"
"AF279873.31",5.41347241146823e-82,0.333806087394641,0.824,0.276,1.08269448229365e-78,"31","AF279873.3"
"ZNF5167",7.0285367910895e-82,1.39925342150894,0.903,0.365,1.4057073582179e-78,"31","ZNF516"
"ARHGAP316",7.06733132556935e-82,2.02990959878604,0.897,0.358,1.41346626511387e-78,"31","ARHGAP31"
"HUNK5",3.31730589397949e-81,0.598438090137188,0.873,0.358,6.63461178795898e-78,"31","HUNK"
"LSAMP5",9.83587942318623e-81,2.83963741936979,1,0.779,1.96717588463725e-77,"31","LSAMP"
"TOX6",1.23763943624397e-80,2.3750389463974,0.915,0.345,2.47527887248795e-77,"31","TOX"
"RNF1653",1.26414417277803e-80,0.295747417777979,0.812,0.243,2.52828834555606e-77,"31","RNF165"
"AMPH4",9.53204660754407e-80,0.407221471003198,0.83,0.193,1.90640932150881e-76,"31","AMPH"
"PCDH11Y5",1.07773924231409e-79,1.67999654366123,0.873,0.34,2.15547848462817e-76,"31","PCDH11Y"
"DACH25",1.2048192804988e-79,1.047420401992,0.873,0.368,2.4096385609976e-76,"31","DACH2"
"AMZ15",1.23311228062453e-79,1.21312084659449,0.915,0.296,2.46622456124906e-76,"31","AMZ1"
"BCAN5",1.63632161230674e-79,2.68601463203698,0.903,0.297,3.27264322461349e-76,"31","BCAN"
"KCNT25",2.64292615791804e-79,1.14878658556159,0.891,0.281,5.28585231583607e-76,"31","KCNT2"
"LRRTM45",5.92818668110484e-79,2.1620100721184,0.976,0.374,1.18563733622097e-75,"31","LRRTM4"
"RNF1505",6.867747074467e-79,1.50572131527299,0.909,0.316,1.3735494148934e-75,"31","RNF150"
"ADAMTSL1",3.76877030628257e-78,0.690022940333715,0.836,0.306,7.53754061256513e-75,"31","ADAMTSL1"
"NTN15",5.33551247057322e-78,1.93717013003961,0.867,0.273,1.06710249411465e-74,"31","NTN1"
"SNAP917",1.88343449969763e-77,1.97969223867817,0.933,0.319,3.76686899939526e-74,"31","SNAP91"
"ANTXR14",2.58785145521858e-77,0.408901004737145,0.867,0.31,5.17570291043715e-74,"31","ANTXR1"
"SOX55",4.68565348775155e-77,1.53681926653202,0.964,0.43,9.3713069755031e-74,"31","SOX5"
"FGF145",6.14587555079988e-77,1.51889258127993,0.982,0.407,1.22917511015998e-73,"31","FGF14"
"COL27A14",1.05578867971213e-76,0.354140782500551,0.836,0.215,2.11157735942427e-73,"31","COL27A1"
"DGKB5",1.78055741516222e-76,2.29690250596188,0.885,0.313,3.56111483032444e-73,"31","DGKB"
"PTPRO4",2.59426130237752e-76,1.91353080714374,0.855,0.296,5.18852260475503e-73,"31","PTPRO"
"LRP16",5.01953385034102e-76,1.18787403654863,0.891,0.237,1.0039067700682e-72,"31","LRP1"
"TMEM178B5",9.58363300908544e-76,1.86972434830353,0.921,0.32,1.91672660181709e-72,"31","TMEM178B"
"CNTN17",9.9451146905851e-76,2.2770173829237,0.958,0.47,1.98902293811702e-72,"31","CNTN1"
"CDH185",1.52445537034889e-75,1.09917010881465,0.903,0.301,3.04891074069777e-72,"31","CDH18"
"FAM155A5",1.90647809885437e-75,1.34987879526732,0.952,0.345,3.81295619770873e-72,"31","FAM155A"
"DPP105",8.21322214401023e-75,1.93959124147482,0.964,0.445,1.64264442880205e-71,"31","DPP10"
"FLRT25",1.0010572112589e-74,1.0985975505184,0.867,0.229,2.00211442251781e-71,"31","FLRT2"
"ZNF804A6",1.24006624106925e-74,1.68429671708548,0.861,0.255,2.4801324821385e-71,"31","ZNF804A"
"GPM6A5",1.82202197229865e-74,2.05027840882439,0.945,0.279,3.6440439445973e-71,"31","GPM6A"
"ZEB15",4.87649245693453e-74,0.899868732024711,0.933,0.334,9.75298491386905e-71,"31","ZEB1"
"THRB5",5.80527537521233e-73,1.57031526005877,0.909,0.345,1.16105507504247e-69,"31","THRB"
"TNFRSF217",1.37190825306831e-72,1.9627545832482,0.903,0.36,2.74381650613662e-69,"31","TNFRSF21"
"ITPR25",1.49511925255445e-72,2.50265140529326,0.958,0.508,2.99023850510889e-69,"31","ITPR2"
"NRXN15",3.29445913437916e-72,1.61487187729196,0.958,0.293,6.58891826875832e-69,"31","NRXN1"
"FAM110B6",4.11276963978377e-72,1.09966928891175,0.885,0.283,8.22553927956755e-69,"31","FAM110B"
"CHST116",1.75374581323633e-71,1.44493706228,0.933,0.373,3.50749162647266e-68,"31","CHST11"
"CACNA2D35",2.3200585296626e-71,0.776939866597627,0.903,0.313,4.64011705932521e-68,"31","CACNA2D3"
"ADGRL36",2.36806493830476e-71,1.94977441629403,0.994,0.53,4.73612987660952e-68,"31","ADGRL3"
"CDH105",3.52140897726169e-71,0.407742448479847,0.867,0.215,7.04281795452338e-68,"31","CDH10"
"MMD24",5.09927095982161e-71,0.448029293889994,0.83,0.286,1.01985419196432e-67,"31","MMD2"
"VWC25",5.68958888910877e-71,0.782330484068107,0.806,0.158,1.13791777782175e-67,"31","VWC2"
"IGF2BP25",1.18947298830135e-70,1.07614192204118,0.848,0.318,2.3789459766027e-67,"31","IGF2BP2"
"SORCS35",2.28542715494081e-70,0.458165039057398,0.891,0.334,4.57085430988161e-67,"31","SORCS3"
"AC079760.1",4.70022010845486e-70,0.386866038232872,0.842,0.324,9.40044021690973e-67,"31","AC079760.1"
"CACNA1A6",5.01732240131208e-70,1.60962317414193,0.927,0.421,1.00346448026242e-66,"31","CACNA1A"
"GRAMD1C5",7.03312043438809e-70,1.55218776824098,0.83,0.301,1.40662408687762e-66,"31","GRAMD1C"
"RNF1805",7.73629668147482e-70,0.833876502609649,0.885,0.326,1.54725933629496e-66,"31","RNF180"
"SLC24A35",3.11363981875052e-69,0.633262977579426,0.885,0.369,6.22727963750104e-66,"31","SLC24A3"
"ATRNL16",3.66169124345969e-69,0.710073279634695,0.945,0.376,7.32338248691939e-66,"31","ATRNL1"
"RAB3C4",1.18895679675024e-68,1.06393778624969,0.818,0.189,2.37791359350048e-65,"31","RAB3C"
"ADAM33",1.66923162815037e-68,2.54910456655077,0.758,0.138,3.33846325630074e-65,"31","ADAM33"
"PRDM54",2.23827153816979e-68,0.316206257053589,0.806,0.275,4.47654307633957e-65,"31","PRDM5"
"CSGALNACT16",2.27665416347425e-68,1.2740806015428,0.873,0.266,4.5533083269485e-65,"31","CSGALNACT1"
"ABTB25",2.83858736379958e-68,1.97422716518525,0.933,0.429,5.67717472759916e-65,"31","ABTB2"
"MTHFD1L7",3.33383829550809e-68,1.16765471322804,0.903,0.388,6.66767659101618e-65,"31","MTHFD1L"
"LIMD18",5.41124251263572e-68,1.64271630214948,0.897,0.4,1.08224850252714e-64,"31","LIMD1"
"BRINP35",5.55908897109258e-68,1.36237070166418,0.891,0.271,1.11181779421852e-64,"31","BRINP3"
"FLG-AS11",7.79797018152226e-68,0.274430589018435,0.8,0.27,1.55959403630445e-64,"31","FLG-AS1"
"DIO2",1.61099572964323e-67,1.08614019586488,0.818,0.275,3.22199145928645e-64,"31","DIO2"
"ME15",3.87588707971191e-67,0.958199822054517,0.873,0.28,7.75177415942383e-64,"31","ME1"
"ASIC44",3.93365435471357e-67,1.49456851703387,0.794,0.179,7.86730870942715e-64,"31","ASIC4"
"SORCS15",4.14556695903855e-67,1.36181003908572,0.891,0.358,8.29113391807711e-64,"31","SORCS1"
"BICC1",7.17774711051466e-67,0.275396208241375,0.8,0.272,1.43554942210293e-63,"31","BICC1"
"MAP3K56",8.18465103032768e-67,0.76516352766157,0.867,0.318,1.63693020606554e-63,"31","MAP3K5"
"PLPPR15",1.0620669663894e-66,2.68872365300914,0.976,0.557,2.1241339327788e-63,"31","PLPPR1"
"SDK25",1.70309463403612e-66,0.373838481244199,0.855,0.401,3.40618926807225e-63,"31","SDK2"
"THSD7A5",1.77040900920314e-66,1.15207564685598,0.824,0.222,3.54081801840629e-63,"31","THSD7A"
"CERS68",2.24551360795351e-66,0.929106734784573,0.909,0.396,4.49102721590701e-63,"31","CERS6"
"SLC44A54",2.87071908935241e-66,0.662456065422334,0.879,0.389,5.74143817870483e-63,"31","SLC44A5"
"TCF7L27",3.66932378808198e-66,2.25943383684891,0.97,0.57,7.33864757616396e-63,"31","TCF7L2"
"KCNIP45",4.47928588574376e-66,1.66080566722606,0.976,0.576,8.95857177148752e-63,"31","KCNIP4"
"SUGCT1",5.11748183592948e-66,0.371310732683273,0.842,0.319,1.0234963671859e-62,"31","SUGCT"
"CSMD36",5.88033346268756e-66,1.31719967299944,0.958,0.418,1.17606669253751e-62,"31","CSMD3"
"ANGPTL24",1.47138167865386e-65,1.91328352673855,0.855,0.309,2.94276335730772e-62,"31","ANGPTL2"
"KLF125",1.53204404722865e-65,1.25715942729342,0.891,0.355,3.0640880944573e-62,"31","KLF12"
"GRIA26",1.59037386370121e-65,2.34607599205527,0.952,0.592,3.18074772740242e-62,"31","GRIA2"
"NR2F1-AS15",1.66275426485868e-65,0.741232222945156,0.806,0.217,3.32550852971736e-62,"31","NR2F1-AS1"
"PRTG6",2.82399422908692e-65,0.466933358651179,0.83,0.317,5.64798845817384e-62,"31","PRTG"
"ERBB48",2.89958021451931e-65,2.01681704110543,1,0.847,5.79916042903862e-62,"31","ERBB4"
"OLFM24",3.4242349469555e-65,1.28792221039759,0.818,0.212,6.848469893911e-62,"31","OLFM2"
"PLCL27",4.18690187836907e-65,1.27216652876975,0.836,0.261,8.37380375673815e-62,"31","PLCL2"
"SEL1L34",1.33844173690536e-64,1.60806963569913,0.794,0.247,2.67688347381072e-61,"31","SEL1L3"
"ARID3B",1.98433472107869e-64,0.28539194955038,0.83,0.334,3.96866944215738e-61,"31","ARID3B"
"ANKRD63",5.53162489316522e-64,0.484656644782477,0.83,0.346,1.10632497863304e-60,"31","ANKRD6"
"LRRN15",7.59862864581417e-64,1.68026939966483,0.891,0.338,1.51972572916283e-60,"31","LRRN1"
"PARD38",4.43564325892263e-63,1.28358416675,0.939,0.495,8.87128651784527e-60,"31","PARD3"
"NLGN4X5",4.84289777401554e-63,1.54153976437332,0.927,0.442,9.68579554803108e-60,"31","NLGN4X"
"DPYSL34",5.17693133721851e-63,1.70784624003162,0.824,0.242,1.0353862674437e-59,"31","DPYSL3"
"ITPR13",5.5655264458597e-63,0.596486154551745,0.836,0.346,1.11310528917194e-59,"31","ITPR1"
"ADAM236",1.12587772813656e-62,1.58377590083722,0.897,0.408,2.25175545627311e-59,"31","ADAM23"
"ADCY24",2.74683243973755e-62,0.895765585135353,0.855,0.356,5.4936648794751e-59,"31","ADCY2"
"AL110292.15",5.46161397761439e-62,0.261499622839332,0.824,0.323,1.09232279552288e-58,"31","AL110292.1"
"MKL24",5.92820946134512e-62,0.501707107156245,0.861,0.312,1.18564189226902e-58,"31","MKL2"
"HS6ST35",1.18949265425117e-61,0.964957566108718,0.867,0.243,2.37898530850235e-58,"31","HS6ST3"
"AC004852.25",1.35354259031834e-61,0.88354819939841,0.818,0.229,2.70708518063669e-58,"31","AC004852.2"
"AFAP14",1.86724318732196e-61,1.16286150638112,0.867,0.343,3.73448637464393e-58,"31","AFAP1"
"NTRK35",2.04001646228527e-61,1.3354141039344,0.891,0.353,4.08003292457054e-58,"31","NTRK3"
"C1orf215",3.42467928217939e-61,1.77252993356943,0.867,0.401,6.84935856435878e-58,"31","C1orf21"
"LINC011706",3.73453563087302e-61,2.28746405143672,0.97,0.509,7.46907126174603e-58,"31","LINC01170"
"FAR25",7.98274015495007e-61,0.733532787803168,0.842,0.371,1.59654803099001e-57,"31","FAR2"
"GNB41",2.48212742789365e-60,1.86987847391544,0.806,0.274,4.96425485578731e-57,"31","GNB4"
"KHDRBS36",3.54375628037964e-60,1.7645139425856,0.958,0.408,7.08751256075928e-57,"31","KHDRBS3"
"CLSTN24",8.55222240347162e-60,0.795055719508161,0.842,0.328,1.71044448069432e-56,"31","CLSTN2"
"XYLT16",1.46701753511766e-59,1.61131694296916,0.976,0.548,2.93403507023533e-56,"31","XYLT1"
"AC092691.16",2.39573647696991e-59,0.979748975984142,0.952,0.419,4.79147295393982e-56,"31","AC092691.1"
"ZNF469",3.62299852276814e-59,1.5467770462891,0.691,0.048,7.24599704553628e-56,"31","ZNF469"
"ERC25",5.20432614805721e-59,1.22984316032137,0.939,0.404,1.04086522961144e-55,"31","ERC2"
"SMOC16",1.07564183210131e-58,2.87132182023564,0.903,0.435,2.15128366420261e-55,"31","SMOC1"
"KCND25",9.94056183399124e-58,1.16326345289581,0.861,0.298,1.98811236679825e-54,"31","KCND2"
"PRKD16",1.57350128619616e-57,1.309820091495,0.964,0.551,3.14700257239231e-54,"31","PRKD1"
"RIMS25",3.78436069506706e-57,1.44266565837926,0.842,0.292,7.56872139013412e-54,"31","RIMS2"
"ARHGEF45",5.71905810361118e-57,1.32469278014211,0.861,0.322,1.14381162072224e-53,"31","ARHGEF4"
"AC090568.25",8.29483402961299e-57,1.0616913326619,0.8,0.326,1.6589668059226e-53,"31","AC090568.2"
"PRKG25",9.79718384558775e-57,0.619164154808525,0.788,0.208,1.95943676911755e-53,"31","PRKG2"
"PIP5K1B7",1.19249524355628e-56,0.360675592796931,0.794,0.322,2.38499048711255e-53,"31","PIP5K1B"
"ACAN4",1.34945789995444e-56,1.13489281375427,0.739,0.25,2.69891579990888e-53,"31","ACAN"
"XKR45",3.33503717614055e-56,1.43780949381595,0.848,0.351,6.67007435228109e-53,"31","XKR4"
"DAB15",3.36627675528668e-56,1.06543422459348,0.939,0.42,6.73255351057336e-53,"31","DAB1"
"ZFPM25",3.7650406629318e-56,0.989445848294518,0.903,0.442,7.5300813258636e-53,"31","ZFPM2"
"LAMA44",1.376436259416e-55,0.496397094971638,0.782,0.244,2.75287251883199e-52,"31","LAMA4"
"UNC805",2.40887298111673e-55,1.57990682288566,0.83,0.233,4.81774596223346e-52,"31","UNC80"
"SGCD6",5.11509909600731e-55,2.24449232012951,0.958,0.631,1.02301981920146e-51,"31","SGCD"
"KIAA08253",1.24595539543053e-54,0.464823310470488,0.855,0.348,2.49191079086107e-51,"31","KIAA0825"
"AKAP125",2.05792583825205e-54,0.609346031278768,0.806,0.274,4.1158516765041e-51,"31","AKAP12"
"NTN44",3.31990138126251e-54,0.2528235380516,0.776,0.214,6.63980276252502e-51,"31","NTN4"
"TTTY149",3.40224840648953e-54,1.28435474585304,0.933,0.477,6.80449681297906e-51,"31","TTTY14"
"GALNT136",3.51337909916871e-54,1.83429932946802,0.982,0.69,7.02675819833741e-51,"31","GALNT13"
"PCLO8",4.79728296062929e-54,0.885742651972114,0.818,0.279,9.59456592125859e-51,"31","PCLO"
"PPM1E9",2.22431084962402e-53,0.439232076714411,0.861,0.378,4.44862169924805e-50,"31","PPM1E"
"MARCH35",2.23720310789584e-53,0.304288565396332,0.824,0.368,4.47440621579167e-50,"31","MARCH3"
"PCDH11X6",2.26752404609301e-53,1.84446635243267,0.794,0.34,4.53504809218601e-50,"31","PCDH11X"
"GOLIM45",2.55728289320771e-53,1.09613368962913,0.873,0.389,5.11456578641542e-50,"31","GOLIM4"
"GRM55",3.06873106425658e-53,0.839231308183867,0.861,0.29,6.13746212851317e-50,"31","GRM5"
"MACROD29",5.77891710448021e-53,1.7445583512545,0.958,0.593,1.15578342089604e-49,"31","MACROD2"
"FBXL26",5.85305134550712e-53,0.846530839030399,0.855,0.381,1.17061026910142e-49,"31","FBXL2"
"DPY19L25",1.53945960008236e-52,1.20450937176741,0.824,0.385,3.07891920016473e-49,"31","DPY19L2"
"MAMLD15",2.10969565176655e-52,1.11623779272723,0.788,0.274,4.21939130353309e-49,"31","MAMLD1"
"GABRB15",3.41051837484637e-52,0.277165175586394,0.824,0.337,6.82103674969275e-49,"31","GABRB1"
"PVT13",3.67847118158036e-52,0.399533650004374,0.782,0.273,7.35694236316071e-49,"31","PVT1"
"GRIK411",4.23028148941848e-52,1.08789291737391,0.939,0.419,8.46056297883697e-49,"31","GRIK4"
"PRRX15",5.06822481418082e-52,1.67056175501068,0.812,0.367,1.01364496283616e-48,"31","PRRX1"
"HDAC97",5.64555495193849e-52,1.39098685381274,0.952,0.529,1.1291109903877e-48,"31","HDAC9"
"GLIS35",9.18803206062805e-52,0.271176524285462,0.83,0.395,1.83760641212561e-48,"31","GLIS3"
"BRINP25",3.11709465663828e-51,1.25796728176323,0.782,0.225,6.23418931327655e-48,"31","BRINP2"
"ARHGAP53",1.1547326956937e-50,2.13284150717568,0.982,0.617,2.30946539138741e-47,"31","ARHGAP5"
"DDAH14",1.36832044995854e-50,0.344114945222421,0.782,0.234,2.73664089991709e-47,"31","DDAH1"
"NOS14",3.44576304713247e-50,0.847606048869448,0.794,0.228,6.89152609426495e-47,"31","NOS1"
"NOL45",3.61200491884333e-50,0.709248873931385,0.812,0.304,7.22400983768666e-47,"31","NOL4"
"ZNF3656",6.11395739366727e-50,1.50953442012075,0.97,0.576,1.22279147873345e-46,"31","ZNF365"
"FIGN8",8.93911461791941e-50,1.63739742105007,0.97,0.517,1.78782292358388e-46,"31","FIGN"
"HMGCR7",3.09285338306793e-49,1.09438642369397,0.897,0.457,6.18570676613586e-46,"31","HMGCR"
"LRRK25",5.34087971492985e-49,0.880929006655432,0.758,0.231,1.06817594298597e-45,"31","LRRK2"
"GRID26",5.96713068264817e-49,1.6005327636526,1,0.559,1.19342613652963e-45,"31","GRID2"
